선박번호,선박명,선박식별번호(IMO),호출부호,선박길이_상,선박길이_하,선박길이_좌,선박길이_우,수신시각,속도,선수방위,헤딩
878400911,,0,0,0,0,0,0,2024-02-15,4,80,511
636022095,ROSTRUM SCEPTIC,9955923,5LHD8,196,33,22,10,2024-02-14,110,2280,511
563082690,SHENG HUA 02,1014498,9V8957,73,18,14,4,2024-02-11,80,1950,511
413875136,CHINACOASTGUARD13003,0,0,0,0,0,0,2024-02-11,297,1699,511
352002952,NEOMI,9250543,3E4707,201,43,26,16,2024-02-11,127,2030,202
352003462,JB9,9267041,HOA3125,0,0,0,0,2024-02-11,0,3424,4
72280022,ZHEDAIYU07228-22,0,0,0,0,0,0,2024-02-11,0,1020,511
150200379,,0,0,0,0,0,0,2024-02-10,602,184,511
255915658,OLIVIA L,9957402,CQ2116,107,13,3,13,2024-02-10,90,2150,511
256688000,BULGARIA,9968475,9HA5936,164,26,23,9,2024-02-09,110,670,511
636023555,,0,0,0,0,0,0,2024-02-09,70,2000,511
613525109,DIAKO,9128960,TJMOM5,40,16,5,5,2024-02-09,100,2246,224
352003266,DOLPHIN 76,9221621,3E7437,203,22,14,18,2024-02-08,114,1830,177
352003334,CELESTE I,9250488,3E7491,129,54,8,24,2024-02-08,140,2130,511
636023676,BAGSHOT,9938987,5LOW4,29,116,4,19,2024-02-08,110,2050,511
413120702,,0,0,0,0,0,0,2024-02-07,109,2773,511
457900728,DREAM 1,8967187,JVMB8,0,0,0,0,2024-02-07,76,2205,121
412873824,,0,0,0,0,0,0,2024-02-07,70,2610,511
636022832,PHILIPPOS,9839820,D5YM9,171,28,16,16,2024-02-06,104,2066,205
563215500,ZEVIROUS,9995662,9V8799,62,10,9,3,2024-02-06,100,2110,511
563215600,ZALE,9995674,9V8801,60,12,3,9,2024-02-06,100,2170,511
314779000,MARCELLIN A DESGAGNE,9571387,8PQO8,124,19,14,9,2024-02-06,137,2391,230
796000005,YUQINGYANGFU005,0,0,0,0,0,0,2024-02-06,0,2718,511
352003403,FM PROSPERITY,9525417,3E7552,108,14,11,9,2024-02-06,109,894,94
350321551,,0,0,0,0,0,0,2024-02-05,0,5110,511
223540423,,0,0,0,0,0,0,2024-02-04,3,26,511
533132896,TSEVEN SHIRLEY,8751447,9M3115,20,40,31,19,2024-02-04,0,1010,511
226813336,,0,0,0,0,0,0,2024-02-04,64,2733,511
636017520,GARDINER,9275048,A8DG9,16,194,15,15,2024-02-03,193,2203,218
413571540,SHENG ZE 899,0,0,64,9,5,10,2024-02-03,110,1970,511
577151000,HERMES,9622394,YJQM7,95,16,12,4,2024-02-03,90,2210,511
636023612,CYPRES,9907445,5LON9,224,50,21,27,2024-02-03,101,1792,182
311001179,,0,0,0,0,0,0,2024-02-03,130,2250,511
457900726,LING XING 2,1048607,JVLZ8,85,7,15,3,2024-02-03,80,2080,511
636023712,YI MING 8,9427665,5LPB2,12,56,13,3,2024-02-02,60,2140,511
255915625,HELGOLAND,9973250,CQ2083,89,10,12,4,2024-02-02,100,2210,511
412476403,ZHONGCHUANG73,0,0,20,29,3,4,2024-02-02,17,1112,511
416251456,MINFUDINGYUYUN06858,0,0,0,0,0,0,2024-02-02,118,2123,511
10682784,,0,0,0,0,0,0,2024-02-02,0,60,511
71907008,ZHE DAI YU 71907-08,0,0,0,0,0,0,2024-02-02,2,3240,0
613981812,SAMSTAR,0,0,0,0,0,0,2024-02-02,107,2268,230
223511494,,0,0,0,0,0,0,2024-02-02,96,2360,511
442667783,,0,0,0,0,0,0,2024-02-02,1023,3600,511
187905013,SUDONGTAIYU10198-1,0,0,0,0,0,0,2024-02-02,77,2740,511
370211000,GULF HUWAYLAT,9359870,3ERY5,149,34,7,25,2024-02-01,142,2110,214
412480326,QIONGLINYU01618,0,0,0,0,0,0,2024-02-01,99,2128,511
413572380,CHEN   QIAN    TUO18,0,0,14,25,5,6,2024-02-01,100,2230,511
677086600,RSD 1,104057600,5IM 966,55,20,9,7,2024-02-01,80,2150,511
677086500,RSD 2,104058800,5IM 965,55,20,8,8,2024-02-01,80,2130,511
900400677,,0,0,0,0,0,0,2024-02-01,123,1664,511
60786613,,0,0,0,0,0,0,2024-02-01,39,1350,511
81905076,SUQIYU19050-10,0,0,0,0,0,0,2024-02-01,14,1420,511
457900727,LING XING 5,1048396,JVMA8,62,30,9,9,2024-02-01,80,1910,511
413567870,XIN DA YANG 65,9959541,BPKU8,12,136,17,9,2024-01-31,117,3092,310
413843755,,0,0,0,0,0,0,2024-01-31,0,1701,511
419000242,JAG RISHI,9456343,AVKC,161,29,16,16,2024-01-31,110,2270,225
245456875,,0,0,0,0,0,0,2024-01-31,82,2416,511
413572360,TOP MARINE,9995351,5LMG9,158,22,25,7,2024-01-31,101,2952,297
412481143,Q,897898896,XIPU,0,0,0,0,2024-01-31,101,2141,214
233209904,YUENANAOYU32099-4,0,0,5,5,5,5,2024-01-31,0,0,0
200568068,WMO,0,0,0,0,0,0,2024-01-31,82,1239,511
845654878,,0,0,0,0,0,0,2024-01-31,75,2205,511
68220001,,0,0,0,0,0,0,2024-01-31,105,2390,511
412445013,,0,0,0,0,0,0,2024-01-31,597,3552,511
538001519,,0,0,0,0,0,0,2024-01-30,148,2806,280
419001626,MV AMARNATH,9310666,VTKF,162,27,25,7,2024-01-30,0,3600,290
12648001,,0,0,0,0,0,0,2024-01-30,3,2960,511
796017071,,0,0,0,0,0,0,2024-01-30,7,0,511
413566140,,0,0,0,0,0,0,2024-01-30,148,1810,511
796017091,,0,0,0,0,0,0,2024-01-30,32,1447,511
267070344,,0,0,0,0,0,0,2024-01-30,0,1675,255
413301430,RINA SEA,9996848,6YWG7,79,20,4,13,2024-01-30,0,106,511
10674323,,0,0,0,0,0,0,2024-01-30,62,860,511
273312689,,0,0,0,0,0,0,2024-01-30,9,2911,298
44820017,SUQIYU04482*017_7.7V,0,0,3,5,1,2,2024-01-30,0,0,0
371567680,,0,0,0,0,0,0,2024-01-30,111,1935,65
413841668,,0,0,0,0,0,0,2024-01-30,0,3600,511
563186400,HAFNIA AZURITE,9727560,9V8432,150,34,22,5,2024-01-29,110,1940,511
636023705,GUO HAI MIN SHENG,9702780,5LOZ9,21,63,8,10,2024-01-29,130,2093,208
14410012,,0,0,0,0,0,0,2024-01-29,0,90,511
810665638,,0,0,0,0,0,0,2024-01-29,6,70,511
677091233,,0,0,0,0,0,0,2024-01-29,90,5110,511
413571740,KE HAI ER HAO,0,0,0,0,0,0,2024-01-29,61,708,511
461223522,,0,0,0,0,0,0,2024-01-29,171,2317,232
533132842,,0,0,0,0,0,0,2024-01-29,92,1963,511
10680197,,0,0,0,0,0,0,2024-01-29,97,590,511
413540710,ZHE JIAO GONG TUO 1,0,0,16,22,8,3,2024-01-29,120,2290,511
413871601,,0,0,0,0,0,0,2024-01-29,1,1427,0
10680200,,0,0,0,0,0,0,2024-01-29,97,590,511
481205985,,0,0,0,0,0,0,2024-01-29,109,330,39
159961639,,0,0,0,0,0,0,2024-01-29,0,3590,511
797602909,,0,0,0,0,0,0,2024-01-28,1,2037,511
669521000,BUKHTA NAGAEVA,8313879,3DAU1,71,24,13,2,2024-01-28,121,2200,223
232191641,,0,0,0,0,0,0,2024-01-28,77,795,511
229678462,,0,0,0,0,0,0,2024-01-27,65,3479,22
412525079,RIONGLINYU80008,0,0,0,0,0,0,2024-01-27,93,2028,511
413875341,CHINACOASTGUARD3502,9776511,BPRP2,50,79,8,8,2024-01-27,100,2110,511
414932000,PACIFIC CHERRY,9967146,BPLO6,177,23,21,11,2024-01-27,3,1861,201
511101324,,0,0,0,0,0,0,2024-01-27,90,2200,511
907455680,,0,0,0,0,0,0,2024-01-27,149,3520,352
833668053,,0,0,0,0,0,0,2024-01-27,267,1512,217
412301972,,0,0,0,0,0,0,2024-01-27,89,3126,312
311189136,,0,0,0,0,0,0,2024-01-26,66,888,321
431508736,,0,0,0,0,0,0,2024-01-26,178,243,160
626433000,,0,0,0,0,0,0,2024-01-26,170,1870,511
367606390,,0,0,0,0,0,0,2024-01-26,1,2693,288
457900719,BELLONE,9108245,JVKU8,40,65,6,6,2024-01-26,96,2247,511
626282000,THESEUS,9304825,TRAT6,202,41,14,28,2024-01-26,100,1950,511
197200924,,0,0,0,0,0,0,2024-01-26,0,3840,63
413132330,SHUN XIN 17,0,0,110,20,12,12,2024-01-26,45,349,511
636101010,,0,0,0,0,0,0,2024-01-26,0,1705,511
226813392,,0,0,0,0,0,0,2024-01-26,117,760,511
210681331,,0,0,0,0,0,0,2024-01-26,122,852,511
366963470,,0,0,0,0,0,0,2024-01-26,40,3066,275
967838925,,0,0,0,0,0,0,2024-01-26,109,1678,321
669116241,,0,0,0,0,0,0,2024-01-26,10,870,511
412331690,,0,0,0,0,0,0,2024-01-26,61,3201,511
210324000,STENA PROGRESSIVE,9944649,5BWQ5,186,0,16,16,2024-01-25,135,2050,207
229694304,,0,0,0,0,0,0,2024-01-25,65,2189,511
352003046,YOUXIA,9237797,3E6595,279,54,30,30,2024-01-25,0,1949,352
563199100,ARMADA 78 07,9924302,9V8704,29,49,7,8,2024-01-25,114,1130,110
413394350,TAOYUN606,0,0,0,0,0,0,2024-01-25,85,1084,511
223540383,,0,0,0,0,0,0,2024-01-25,0,2484,511
412301911,,0,0,0,0,0,0,2024-01-25,1,1738,260
533123381,LIN12338--1,0,0,0,0,0,0,2024-01-25,97,990,511
536096100,PACIFIC STAR,9363481,9V6541,145,29,14,14,2024-01-25,68,2460,247
440997984,,0,0,0,0,0,0,2024-01-25,0,2680,511
868889898,,0,0,0,0,0,0,2024-01-25,63,260,511
412229727,,0,0,0,0,0,0,2024-01-25,85,1280,511
10438618,,0,0,0,0,0,0,2024-01-25,85,1190,511
373870000,,0,0,0,0,0,0,2024-01-25,0,3741,511
256652000,CMA CGM SAHEL,9938328,9HA5921,196,59,15,25,2024-01-25,0,2910,511
482182642,,0,0,0,0,0,0,2024-01-25,37,451,342
833667383,,0,0,0,0,0,0,2024-01-25,430,2230,511
445980000,,0,0,0,0,0,0,2024-01-25,69,1249,511
1064179840,,0,0,0,0,0,0,2024-01-25,202,192,179
416009667,,0,0,0,0,0,0,2024-01-25,128,2280,511
429990827,,0,0,0,0,0,0,2024-01-24,116,894,77
412524018,,0,0,0,0,0,0,2024-01-24,75,1255,511
542701110,MERATUS CILEGON,1028009,E6AO3,10,100,13,6,2024-01-24,120,2160,511
477940400,CL SHAOYANG,9953341,VRVZ3,168,31,22,10,2024-01-24,110,680,511
26317804,,0,0,0,0,0,0,2024-01-24,114,1058,104
330623827,YU 06238-27,0,0,0,0,0,0,2024-01-24,11,1680,511
412933603,,0,0,0,0,0,0,2024-01-24,1,2230,511
440896652,UNAVAILABLE,0,999111,0,0,0,0,2024-01-24,82,688,0
10668116,,0,0,0,0,0,0,2024-01-24,1,60,511
565312008,,0,0,0,0,0,0,2024-01-24,127,1461,153
276342152,,0,0,0,0,0,0,2024-01-24,274,1064,223
428978745,,0,0,0,0,0,0,2024-01-23,0,1645,102
412357730,,0,0,0,0,0,0,2024-01-23,20,2685,511
42648618,,0,0,0,0,0,0,2024-01-23,4,30,511
351999898,,0,0,0,0,0,0,2024-01-23,89,2487,235
223540414,,0,0,0,0,0,0,2024-01-23,1,3564,511
116237229,166237229         8V,0,0,0,0,0,0,2024-01-23,77,958,511
413530280,HANGXING88,0,0,16,10,3,2,2024-01-23,1,1630,163
413205000,,0,0,0,0,0,0,2024-01-23,92,217,511
100001094,,0,0,0,0,0,0,2024-01-23,0,0,511
372964161,,0,0,0,0,0,0,2024-01-23,6,616,187
274507914,,0,0,0,0,0,0,2024-01-23,0,0,255
22220018,SUQIYU02222-18_8.1V,0,0,3,5,1,2,2024-01-23,0,0,0
538010770,GULF BARAKAH,9464314,V7A7400,191,71,20,12,2024-01-22,154,2271,226
312434000,,0,0,0,0,0,0,2024-01-22,220,5110,511
108005135,MINFUDINGYU06155-H60,0,0,0,0,0,0,2024-01-22,14,2186,511
322456745,JB7,9036612,UBBB,27,28,6,3,2024-01-22,0,2055,162
14701865,OW3F-6H+1KW2B-8LP,0,0,0,0,0,0,2024-01-22,0,2360,511
274613750,,0,0,0,0,0,0,2024-01-22,0,298,153
269012686,,0,0,0,0,0,0,2024-01-22,140,2313,236
331035271,,0,0,0,0,0,0,2024-01-22,160,2913,336
442012345,,0,0,0,0,0,0,2024-01-22,0,0,511
414911000,NE433,9971941,BPKR5,197,31,9,23,2024-01-21,110,2960,511
412655798,,0,0,0,0,0,0,2024-01-21,9,1624,511
712071812,,0,0,0,0,0,0,2024-01-21,1,783,341
351542700,,0,0,0,0,0,0,2024-01-21,10,684,154
563677000,KOTA NALURI,9362308,9VHP2,138,42,18,10,2024-01-21,154,2130,216
511101312,FAR OCEAN,9764374,T8A4629,70,5,4,9,2024-01-21,118,2212,218
441500807,,0,0,0,0,0,0,2024-01-21,107,690,229
429404834,,0,0,0,0,0,0,2024-01-21,5,2950,348
233795728,,0,0,0,0,0,0,2024-01-21,0,850,511
340198098,,0,0,0,0,0,0,2024-01-21,116,693,69
411630876,,0,0,0,0,0,0,2024-01-20,0,3688,511
4876059,SUQIYU04876-59,0,0,0,0,0,0,2024-01-20,0,2782,0
636021528,CAPTAIN V. MADIAS,9617351,5LEJ6,197,32,8,24,2024-01-20,132,2140,214
219032844,CAPE SABLE,9950131,OUXW2,147,42,21,12,2024-01-20,160,2350,511
998244401,,0,0,0,0,0,0,2024-01-20,0,357,511
340281123,,0,0,0,0,0,0,2024-01-20,55,2650,511
251220000,,0,0,0,0,0,0,2024-01-20,0,2226,511
670960029,ZHEXIANGYU67096-29,0,0,0,0,0,0,2024-01-20,2,1710,511
21330030,,0,0,0,0,0,0,2024-01-20,82,3540,511
21330025,,0,0,0,0,0,0,2024-01-20,85,2940,511
48090015,,0,0,0,0,0,0,2024-01-20,78,3380,511
200221111,MINXIAYU01996,0,0,20,31,3,6,2024-01-20,93,2198,511
6366074,ZHEDAIYU06355-74,0,0,0,0,0,0,2024-01-20,85,3028,511
21330037,,0,0,0,0,0,0,2024-01-20,84,3150,511
60785738,,0,0,0,0,0,0,2024-01-20,0,40,511
532198629,,0,0,0,0,0,0,2024-01-20,1,1460,511
620999043,,0,0,0,0,0,0,2024-01-20,113,2086,209
428912823,,0,0,0,0,0,0,2024-01-20,238,3571,357
311328551,,0,0,0,0,0,0,2024-01-20,202,657,91
744833888,XINGHAI622,0,0,380,198,63,49,2024-01-19,97,3174,511
211347970,SUQIYU03479-70_7.3V,0,0,3,5,1,2,2024-01-19,0,0,0
49280015,,0,0,0,0,0,0,2024-01-19,94,2450,511
431541139,,0,0,0,0,0,0,2024-01-19,0,393,143
100518001,,0,0,0,0,0,0,2024-01-19,59,2750,511
81361236,SUQIYU03612---36 7V7,0,0,3,5,1,2,2024-01-19,0,0,0
73029064,ZHESHENGYU07302-64,0,0,0,0,0,0,2024-01-19,59,40,511
223540402,,0,0,0,0,0,0,2024-01-19,0,0,511
62541144,,0,0,5,5,20,20,2024-01-19,4,490,511
636305741,,0,0,0,0,0,0,2024-01-19,94,401,511
430052476,,0,0,0,0,0,0,2024-01-19,29,3251,16
538009330,OMEGA,9279836,V7A4604,162,28,16,16,2024-01-19,87,2855,287
533132855,SK PINNACLE,9715531,9M3145,12,47,10,5,2024-01-19,0,0,0
503376400,,0,0,0,0,0,0,2024-01-19,0,1572,186
412450875,,0,0,0,0,0,0,2024-01-18,101,2396,511
412864924,,0,0,0,0,0,0,2024-01-18,100,210,511
229982000,BRIGHTON,9966817,9HA5647,168,31,22,10,2024-01-18,130,2190,511
548984800,TAKLOBO,909429800,4DJK-6,17,23,3,6,2024-01-18,120,2240,511
419911000,NE433,9971941,BPKR5,197,31,9,23,2024-01-18,108,1394,137
441222046,,0,0,0,0,0,0,2024-01-18,0,5110,511
457900721,ST.ANNE 2,1044704,JVLK8,80,12,11,7,2024-01-18,90,2050,511
99335024,,0,0,0,0,0,0,2024-01-18,513,2078,4
170000318,SURUYU02386-20,0,0,0,0,0,0,2024-01-18,105,820,511
412694608,,0,0,0,0,0,0,2024-01-18,71,3352,345
491001107,,0,0,0,0,0,0,2024-01-18,84,2950,511
342135914,,0,0,0,0,0,0,2024-01-18,87,2914,511
62907821,,0,0,0,0,0,0,2024-01-18,90,2840,511
412231204,SURUYU02312-04,0,0,0,0,0,0,2024-01-17,0,910,511
412065058,,0,0,0,0,0,0,2024-01-17,103,2987,511
368219129,LIN21912-9,0,0,0,0,0,0,2024-01-17,1,1880,511
552133604,,0,0,0,0,0,0,2024-01-17,123,2624,266
352002350,D QUEENS,9300130,3E2280,0,197,0,28,2024-01-17,117,2093,209
311001122,,0,0,0,0,0,0,2024-01-17,0,0,511
352111005,,0,0,0,0,0,0,2024-01-17,195,636,88
353715760,,0,0,0,0,0,0,2024-01-17,100,1276,23
273299250,,0,0,0,0,0,0,2024-01-17,29,3515,126
10671382,,0,0,0,0,0,0,2024-01-17,5,90,511
456981783,,0,0,0,0,0,0,2024-01-17,170,3540,320
352883666,,0,0,511,222,30,50,2024-01-17,0,0,0
237590322,,0,0,0,0,0,0,2024-01-17,123,70,59
950123001,,0,0,0,0,0,0,2024-01-17,0,5110,511
815695249,,0,0,0,0,0,0,2024-01-17,282,314,511
563122467,,0,0,0,0,0,0,2024-01-17,123,2362,235
413912917,,0,0,0,0,0,0,2024-01-17,0,0,511
626438000,,0,0,0,0,0,0,2024-01-16,80,1480,511
1033347250,,0,0,0,0,0,0,2024-01-16,142,811,70
636022626,DELTA COMMANDER,9418157,5LJS2,230,44,33,15,2024-01-16,139,1070,113
440164470,SUNG JIN,0,352,0,0,0,0,2024-01-16,82,1166,0
413533720,,0,0,0,0,0,0,2024-01-16,111,870,84
677086100,MOHAMMED-Z,8805078,5IM961,62,17,7,6,2024-01-16,90,2240,511
419019420,,0,0,0,0,0,0,2024-01-16,179,1270,128
412453983,ZHELINYU12965,0,0,0,0,0,0,2024-01-16,0,0,5
161643810,,0,0,0,0,0,0,2024-01-16,100,3590,511
96425401,NET06698-02,0,0,0,0,0,0,2024-01-16,10,3090,511
833663858,,0,0,0,0,0,0,2024-01-16,135,2220,219
985380057,GEMINI 10,0,0,0,0,0,0,2024-01-16,3,2374,511
12711032,,0,0,0,0,0,0,2024-01-16,70,1590,511
998244388,,0,0,0,0,0,0,2024-01-16,0,0,511
440215872,SUGANYU02158 72 85,0,0,0,0,0,0,2024-01-15,1,220,22
440215852,SUGANYU02158 52 99,0,0,0,0,0,0,2024-01-15,1,40,4
229693006,,0,0,0,0,0,0,2024-01-15,132,800,233
440215866,SUGANYU02158 66 74,0,0,0,0,0,0,2024-01-15,0,2900,290
440083470,HAESUN2,0,602,0,0,0,0,2024-01-15,63,1178,0
440215855,SUGANYU02158 55 71,0,0,0,0,0,0,2024-01-15,0,1690,169
440215869,SUGANYU02158 69 29,0,0,0,0,0,0,2024-01-15,0,3370,337
440213683,SUGANYU02136 83 80,0,0,0,0,0,0,2024-01-15,5,2890,289
440215867,SUGANYU02158 67 71,0,0,0,0,0,0,2024-01-15,1,3190,319
312175000,JAYA  ELO  168,1045186,V3PD7,80,17,7,9,2024-01-15,100,2000,511
440215874,SUGANYU02158 74 76,0,0,0,0,0,0,2024-01-15,0,1060,106
440215863,SUGANYU02158 63 80,0,0,0,0,0,0,2024-01-15,1,3330,333
440215854,SUGANYU02158 54 87,0,0,0,0,0,0,2024-01-15,1,3430,343
440215876,SUGANYU02158 76 74,0,0,0,0,0,0,2024-01-15,1,2320,232
440215871,SUGANYU02158 71 84,0,0,0,0,0,0,2024-01-15,2,180,18
441984005,SF2 2014,0,19,0,0,0,0,2024-01-15,17,3170,0
440215858,SUGANYU02158 58 77,0,0,0,0,0,0,2024-01-15,0,200,20
440215862,SUGANYU02158 62 76,0,0,0,0,0,0,2024-01-15,1,70,7
440215879,SUGANYU02158 79 79,0,0,0,0,0,0,2024-01-15,0,1540,154
440052950,BENYUNG,0,0,0,0,0,0,2024-01-15,3,2848,0
440215865,SUGANYU02158 65 76,0,0,0,0,0,0,2024-01-15,0,3490,349
440007737,NET 44 ZSY0773785,0,0,0,0,0,0,2024-01-15,0,0,0
412021128,MIN PU YU 21128,0,0,0,0,0,0,2024-01-15,0,117,511
440215873,SUGANYU02158 73 77,0,0,0,0,0,0,2024-01-15,1,120,12
413536980,XIN LI YI HAO,0,0,2,6,2,1,2024-01-15,0,0,0
566280000,MMA HARMONY,9647801,9V3034,23,65,10,20,2024-01-15,0,0,0
36730205,,0,0,0,0,0,0,2024-01-15,5,1030,511
440220649,SUGANYU02206 49 99,0,0,0,0,0,0,2024-01-15,4,1000,100
367641650,,0,0,0,0,0,0,2024-01-14,4,154,89
440411670,TAEBAEK,0,500,0,0,0,0,2024-01-14,52,3013,0
440041720,DAEPARKHO,0,0,0,0,0,0,2024-01-14,2,1219,0
440029270,GANGMIN2,0,602,0,0,0,0,2024-01-14,68,2795,0
538008331,CE-BERMUDA,9411226,V7A2245,231,43,24,24,2024-01-14,111,1951,202
440046520,HWANGGEUM HO,0,504,0,0,0,0,2024-01-14,76,2160,0
440074230,YU REKA HO,0,803,0,0,0,0,2024-01-14,28,318,0
440307710,YISHUN,0,331,0,0,0,0,2024-01-14,57,909,90
440023480,1YONGSEONG HO,0,503,0,0,0,0,2024-01-14,2,1765,0
440133999,SUQIYU01339 B1 99,0,0,0,0,0,0,2024-01-14,0,1890,189
440125450,HAESUNG,0,500,0,0,0,0,2024-01-14,1,1043,0
413569830,HONGSHUNHAITUO3,0,BPKV4,15,30,6,7,2024-01-14,0,5110,511
38015356,,0,0,0,0,0,0,2024-01-14,115,3550,254
440057660,2018NAM IL,0,0,0,0,0,0,2024-01-14,39,3006,0
441002677,ZXYU10026 77 99,0,0,0,0,0,0,2024-01-14,0,1800,180
209903000,CEMCOMMANDER,9975753,5BHK6,100,13,6,9,2024-01-14,110,1880,511
440009680,WON JIN HO,0,0,0,0,0,0,2024-01-14,9,1394,0
441002688,ZXYU10026 88 99,0,0,0,0,0,0,2024-01-14,0,2780,278
440125920,BONGNAM9HO,0,609,0,0,0,0,2024-01-14,1,1,0
367537194,,0,0,0,0,0,0,2024-01-14,8,3600,511
77660010,,0,0,0,0,0,0,2024-01-14,19,1197,511
441002666,ZXYU10026 66 99,0,0,0,0,0,0,2024-01-14,0,0,0
440405620,DAEBAKHO,0,500DAE,0,0,0,0,2024-01-14,11,1092,0
926002999,SU GAN YU YUN_02999,0,0,0,0,0,0,2024-01-14,0,713,71
636012300,CL C,9921210,AAA,0,0,0,0,2024-01-13,0,903,511
440206750,HONGJUHO,0,208,0,0,0,0,2024-01-13,112,2305,0
896139951,,0,0,0,0,0,0,2024-01-13,224,911,79
970225871,SUQIYU02258-71,0,0,0,0,0,0,2024-01-13,2,3030,511
699294005,,0,0,0,0,0,0,2024-01-13,201,2877,511
512331323,,0,0,0,0,0,0,2024-01-13,84,3396,511
431800593,,0,0,0,0,0,0,2024-01-13,165,3540,308
440215877,SUGANYU02158 77 91,0,0,0,0,0,0,2024-01-13,5,3000,300
29981147,SUGANYU02998-47,0,0,0,0,0,0,2024-01-13,5,2960,511
338403904,,0,0,0,0,0,0,2024-01-13,192,2818,278
412865716,,0,0,0,0,0,0,2024-01-13,96,2179,511
61219903,,0,0,0,0,0,0,2024-01-13,0,0,0
413356068,,0,0,0,0,0,0,2024-01-12,89,149,511
26081900,,0,0,0,0,0,0,2024-01-12,14,3280,511
341364001,HONG,9064798,V4PG5,187,16,21,10,2024-01-12,130,2290,511
223540233,,0,0,0,0,0,0,2024-01-12,29,3207,511
297885796,,0,0,0,0,0,0,2024-01-12,43,1046,38
540626960,,0,0,0,0,0,0,2024-01-12,139,286,29
440704050,JANG SU 2 HO,0,0,0,0,0,0,2024-01-12,34,2917,0
485157431,,0,0,0,0,0,0,2024-01-12,590,1530,511
412331983,LURISHANYU77224,0,0,0,0,0,0,2024-01-12,574,2361,511
33613066,,0,0,0,0,0,0,2024-01-12,11,3590,511
412329486,LULANYU77658,0,0,0,0,0,0,2024-01-12,70,2182,511
618710001,LURONGLENG69,0,0,0,0,0,0,2024-01-12,35,2062,511
412533043,LIAOYINGYU26576,0,0,0,0,0,0,2024-01-12,101,2723,511
440518801,HUAYANG 0192,0,0,0,0,0,0,2024-01-12,46,1860,186
61219918,,0,0,0,0,0,0,2024-01-12,0,0,0
311000256,,0,0,0,0,0,0,2024-01-12,724,3982,333
416057889,,0,BK8235,11,10,2,2,2024-01-12,63,180,511
440032490,PAL BOK HO,0,0,0,0,0,0,2024-01-12,289,965,0
622166811,,0,0,0,0,0,0,2024-01-12,85,1211,4
798005909,,0,0,0,0,0,0,2024-01-12,78,129,511
177230750,QIONG LIN YU22177-50,0,0,5,5,5,5,2024-01-12,0,0,0
422197120,,0,0,0,0,0,0,2024-01-12,29,2029,511
27056928,,0,0,0,0,0,0,2024-01-11,113,2396,242
440060560,CHEONJIHO,0,211,0,0,0,0,2024-01-11,61,2105,0
440978605,MINXIAYU09786 05 10,0,0,0,0,0,0,2024-01-11,3,3390,339
440075330,JE2006 DAE YANG HO,0,809,0,0,0,0,2024-01-11,2,2,0
596880000,,0,0,0,0,0,0,2024-01-11,2,367,511
440600146,UNAVAILABLE,0,0,0,0,0,0,2024-01-11,7,569,0
440518806,HUAYANG 0682,0,0,0,0,0,0,2024-01-11,5,1130,113
440058410,GUKRIPGONGWON306HO,0,601,0,0,0,0,2024-01-11,188,2472,0
10485941,,0,0,0,0,0,0,2024-01-11,83,90,0
60485944,,0,0,0,0,0,0,2024-01-11,83,790,511
440518807,HUAYANG 0799,0,0,0,0,0,0,2024-01-10,4,1500,150
440518810,HUAYANG 1078,0,0,0,0,0,0,2024-01-10,43,2780,278
211883945,,0,0,0,0,0,0,2024-01-10,103,727,74
440518805,HUAYANG 0590,0,0,0,0,0,0,2024-01-10,0,3110,311
440518804,HUAYANG 0499,0,0,0,0,0,0,2024-01-10,4,710,71
440518808,HUAYANG 0871,0,0,0,0,0,0,2024-01-10,0,3590,359
477661852,,0,0,0,0,0,0,2024-01-10,170,631,54
412328922,,0,0,0,0,0,0,2024-01-09,2,3486,511
44130005,,0,0,0,0,0,0,2024-01-09,3,2029,0
223540439,,0,0,0,0,0,0,2024-01-09,229,2313,511
948460196,,0,0,0,0,0,0,2024-01-09,69,2019,201
441076068,BUOY 760 68     10V9,0,0,0,0,0,0,2024-01-09,0,465,0
412225149,,0,0,0,0,0,0,2024-01-09,0,0,511
412524275,,0,0,0,0,0,0,2024-01-09,7,0,511
412348036,,0,0,0,0,0,0,2024-01-09,1,3173,511
636021529,MSC ALDEBARAN III,9301990,D5YM3,184,22,24,8,2024-01-09,1,1610,295
563193500,MAERSK WALVIS BAY,9550369,9V8854,132,40,18,10,2024-01-09,153,2883,285
98740690,,0,0,0,0,0,0,2024-01-09,1,2300,351
814208049,SHENG14208-49,0,0,20,10,3,2,2024-01-09,0,0,0
255854000,ANHOLT,9968205,CQVP,80,9,12,4,2024-01-09,100,2130,511
413546820,SHUNDA168,0,BPIT4,79,18,11,5,2024-01-09,28,2499,268
255892000,EBERHART ESSBERGER,9939802,CQWY,92,28,2,16,2024-01-09,110,2070,511
44130062,,0,0,0,0,0,0,2024-01-09,9,202,0
555579434,SAIYANG,0,168,3,42,5,5,2024-01-09,0,1576,157
636014191,,0,0,0,0,0,0,2024-01-09,53,3490,341
529729001,F/V MARAWA2,7806491,T3NG2,19,51,2,11,2024-01-09,137,1166,119
810269322,,0,0,0,0,0,0,2024-01-09,19,1290,511
44160039,,0,0,0,0,0,0,2024-01-09,0,0,0
626400000,NS SPIRIT,9318553,TRBI7,154,28,18,14,2024-01-09,122,2067,211
414300066,YONGSHENGMAOTUO6,0,0,0,0,0,0,2024-01-09,64,3599,0
